code,relative_text_contribution,relative_group_fit,quote,ID,row_num
V2,0.364,0.929,"I think him being registered Republican in 2021 is because of his parents. I remember being a 18 in 2014 and when it was time for me to vote my mother said \you have to be registered, I'm Republican and so is your grand father and the rest of our family so you're probably that\"" so I registered Republican. I changed to liberal because I liked Obama. Then I woke up from the dream of having mommy take care of me (became an adult living on my own) and became Republican lol""",UgzoH2YhThun3r1QF8t4AaABAg,15554
V2,0.363,0.929,copyright copyright registered trademark copyright registered trademark 3/4 registered trademark copyright copyright cent copyright copyright 3/4 copyright red heart flexed biceps victory hand,Ugy8-21HF5kzleiF_3Z4AaABAg,284
V2,0.363,0.929,cent registered trademark cent registered trademark 1/2 1/2 mu 1/23/4 1/43/43/41/2 cent registered trademark copyright registered trademark registered trademark 1/41/2,UgxUInsSPB7tp3fQpcJ4AaABAg,10311
V2,0.358,0.929,3/4 copyright registered trademark Trump registered trademark 3/43/41/41/4(cap)3/41/2 1/4 registered trademark 1/2 mu 1/2(SS) registered trademark copyright 1/2POLICE3/41/41/2 registered trademark registered trademark 1/2,UgyzbwruW01ub5XeHq54AaABAg,1577
V2,0.352,0.929,"cent cent , cent , cent cent cent , cent cent cent cent , cent cent cent",UgyEQRhavahuWLGikVp4AaABAg,510
V2,0.352,0.929,registered trademark 1/2 registered trademark registered trademark registered trademark copyright registered trademark 1/4 registered trademark,UgwEdJllqYciFTDQpR94AaABAg,743
V2,0.351,0.929,"\15:1 Moreover, brethren, I declare unto you the gospel which I preached unto you, which also ye have received, and wherein ye stand; 15:2 By which also ye are saved, if ye keep in memory what I preached unto you, unless ye have believed in vain. 15:3 For I delivered unto you first of all that which I also received, how that Christ died for our sins according to the scriptures; 15:4 And that he was buried, and that he rose again the third day according to the scriptures:\"" 1 Corinthians 15:1-4. \""1:5 To whom be glory for ever and ever. Amen. 1:6 I marvel that ye are so soon removed from him that called you into the grace of Christ unto another gospel: 1:7 Which is not another; but there be some that trouble you, and would pervert the gospel of Christ. 1:8 But though we, or an angel from heaven, preach any other gospel unto you than that which we have preached unto you, let him be accursed. 1:9 As we said before, so say I now again, if any man preach any other gospel unto you than that ye have received, let him be accursed.\"" Galatians 1:5-9. \""2:8 For by grace are ye saved through faith; and that not of yourselves: it is the gift of God: 2:9 Not of works, lest any man should boast.\"" Ephesians 2:8-9. \""3:23 For all have sinned, and come short of the glory of God; 3:24 Being justified freely by his grace through the redemption that is in Christ Jesus: 3:25 Whom God hath set forth to be a propitiation through faith in his blood, to declare his righteousness for the remission of sins that are past, through the forbearance of God; 3:26 To declare, I say, at this time his righteousness: that he might be just, and the justifier of him which believeth in Jesus. 3:27 Where is boasting then? It is excluded. By what law? of works? Nay: but by the law of faith.\"" Romans 3:23-27.""",Ugzckf2VFi3QwDnu_I94AaABAg,4854
V2,0.349,0.929,"Trumps last words could've been take a look at what happened.. it gives me chills ... I dont care what anyone says , Trump had a Guardian Angel with him ... God Bless President Trump .. Prayers folded hands to the Americans that were injured by that evil assassin and R.I.P. to the innocent soul the assassin harmed crying face folded hands .. I also pray that the American people get the truth as to why SS didn't protect President Trump and get him off the podium to safety and why Did the SS allow the shooter to shoot off 6 shots before reacting? Way to many red flags to be a mistake . And i no longer have any confidence or trust in our CIA or FBI to believe any story they come up with ... out of the 4 years Biden has been President the speech he gave after the assassination on President Trumps life , is the only time President Biden actually sounded Presidential. I give him respect for speaking out for President Trump. But its a little to late . For the past 8 years we have had politicians such as Maxine Walter's, Nancy Pelosi, Hillary Clinton, AOC , ( to name a few ) and even VP kamala Harris, Jill Biden and President Biden, MSM journalists like the ladies from the veiw, Joy Reid, CNN, BBC , and celebrities and musicians like Robert Di Nero, Jack Black ( who got deported from Australia for his reaction to his band mate ) Prince Harry and his wife markle who claimed and lied about American lives being endangered and that 4 more years with Trump as President we wouldn't have a country anymore . Her prince husband of the UK was telling Americans how to vote and that our constitution was bonkers and claiming Trump was evil because how dare Trump not believe in open borders, or not want to be dependent on other countries to supply us with resources. That we can get from our own country because we have plenty of our own resources for our country which created jobs, and saved our country billions in tax dollars, brought the prices of our home fuel usage to a fair and affordable price and allowed us to fuel our automobiles and keep our tanks on full without breaking our budgets or going broke to do it . democrat side who have been spreading hate, rumors, and lies about President Trump, and they are all Guilty of encouraging hate , divisiveness, violence and division against President Trump and the American people. Pay attention and listen to their rhetoric now that someone tried to assassinate President Trumps life some of the politicians, journalists, celebrities and musicians haven't learnt a thing . They are still at it . Still telling lies , still being vile and are still trying to gaslight the American people to keep the American people divided and to keep the American people hating each other....",UgybZtBvRoppdNovOT54AaABAg,16133
V2,0.347,0.929,1/41/2 registered trademark red heart registered trademark 1/2 registered trademark copyright 3/43/41/2 1/2 registered trademark 1/41/2 registered trademark 1/41/4 1/43/4 copyright 1/2 cent 1/2,UgxTDn2CMXH2cnSyn_Z4AaABAg,1055
V2,0.343,0.929,You Americans have a broken political system and a constitution that was draw up by men in the 1700's and a form of government that doesn't work in 21st century a 2 party system having you though it matters not to the elites the decendents of the founding fathers and their friends that it matters not who wins? It gives the people an illusion of choice across the board you are brainwashed through a lesser education system thay you live in the worlds most free nation but have a 21 trillion dollar economy have a terrible welfare system you have big pharma charging extremely back braking prices for medicine and basic healthcare. That's just one example and have you Americans actually learned about the foundation fathers not what they tought you in school? Looks like the biggest threat to a president or ex president is the very agancy there to protect them. I'm 38 and in them years it's blown my mind the things across the board in the United states than 3rd world nations. What your foundation fathers layed into the foundation of the republic is the lack of humanity you lot don't seem to have to your own country folk and hyper capitalism and the fake American dream. When the only people getting rich is the decendents of the inner circle when founding the Republic. I'm glad I live in a nation that ever person no matter of situation will have a safety net and free medcine and cash and rent payed if they can't secure a job. People say alot especially Americans my tax dollars! Guess what your tax dollars is nothing. A country with a 21 trillion dollar economy and uses a system like the petro dollar them citizens shouldn't be paying taxes yet you are arguing amongst yourself red or blue left or right it funny seeing you are being played like a fiddle and not even know it.,UgxLHm4zb_Sp-0CCKIV4AaABAg,4167
V2,0.343,0.929,05.07.2024 11:36pm Please Save Bangladesh Please Save Bangladeshi Students.. Dictator Sheikh Hasina cut down our internet.. No Apps are working except Youtube...our armys polices rab bgb airforce are also killing students please help uss..Today is protest for Justice our only demand is step down hasina...She is killing my brothers sisters..please help uss please we need international help,UgywYMXx-r7MyYNkqA94AaABAg,5377
V3,1,0.946,"It's fascinating to me that this guy was able to carry a rifle through an open field onto a roof at a mere 100 meters away from the stage all while the police are \securing\"" the site. And then there's a few minutes in which the crowd warns the police but somehow this message doesn't get to the agents securing trump ? He just stands there ready to take a headshot while warnings are given minutes before that there's a guy on the roof aiming at him with a rifle ?? And then there's the thing where this guy positions himself in the initial blind spot of both sniper teams on top of a building that's supposed to be a \""staging area\"" for local law enforcement... you'd have to be pretty psychic to successfully plan such an operation... how would you know where the sniper blind spots are in advance ? I've done some force protection work in my days and I've never been in a situation where a shooter with a rifle was able to come within a 200 meter range of a vip on a site we controlled... 137 meters is way to close for a shooter with a rifle... 300 meters is considered dangerously close for an assault rifle.. so the outer safety ring would be placed somewhere around 500 meters at least.. with snipers scanning beyond that.. there were 2 security rings missing in this operation... how ? If you check footage you see the sniper that took out the shooter jump up startled when he sees the shooter... I imagine he's shocked at how close this guy is to him and the stage..""",UgwJTrzvCp3VySQ9N0F4AaABAg,851
